trial_num,periodic,chosen_IOI,has_high_intensity,high_intensity_index,intervals
15,False,,True,11,"[0.336, 0.182, 0.238, 0.369, 0.334, 0.101, 0.289, 0.105, 0.208, 0.257, 0.374, 0.193, 0.29, 0.134]"
16,False,,True,12,"[0.225, 0.131, 0.233, 0.27, 0.289, 0.136, 0.374, 0.172, 0.237, 0.251, 0.141, 0.338, 0.261, 0.178]"
17,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
18,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
19,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
20,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
21,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
22,False,,True,13,"[0.122, 0.297, 0.248, 0.264, 0.273, 0.184, 0.195, 0.133, 0.108, 0.184, 0.251, 0.344, 0.137, 0.302]"
23,False,,False,,"[0.372, 0.344, 0.174, 0.277, 0.277, 0.364, 0.35, 0.375, 0.207, 0.273, 0.246, 0.233, 0.308, 0.274]"
24,False,,True,11,"[0.118, 0.351, 0.282, 0.125, 0.334, 0.195, 0.106, 0.311, 0.175, 0.261, 0.277, 0.37, 0.108, 0.173]"
25,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
26,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
27,False,,False,,"[0.238, 0.32, 0.285, 0.223, 0.297, 0.177, 0.126, 0.355, 0.332, 0.105, 0.137, 0.282, 0.15, 0.242]"
28,False,,True,14,"[0.35, 0.122, 0.135, 0.369, 0.146, 0.119, 0.315, 0.259, 0.356, 0.148, 0.262, 0.207, 0.121, 0.313]"
29,False,,False,,"[0.13, 0.351, 0.347, 0.202, 0.301, 0.14, 0.188, 0.108, 0.365, 0.321, 0.304, 0.316, 0.134, 0.339]"
30,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
31,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
32,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
33,True,0.25,True,13,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
34,False,,False,,"[0.23, 0.278, 0.194, 0.243, 0.245, 0.15, 0.137, 0.236, 0.324, 0.251, 0.103, 0.255, 0.225, 0.245]"
35,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
36,False,,False,,"[0.267, 0.133, 0.331, 0.313, 0.218, 0.323, 0.174, 0.117, 0.272, 0.279, 0.338, 0.188, 0.277, 0.153]"
37,False,,False,,"[0.281, 0.101, 0.249, 0.213, 0.307, 0.229, 0.187, 0.222, 0.236, 0.368, 0.256, 0.358, 0.27, 0.154]"
38,True,0.25,True,13,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
39,False,,False,,"[0.277, 0.295, 0.104, 0.362, 0.264, 0.224, 0.102, 0.17, 0.247, 0.185, 0.354, 0.322, 0.162, 0.244]"
40,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
41,False,,False,,"[0.288, 0.217, 0.158, 0.251, 0.167, 0.183, 0.362, 0.278, 0.159, 0.135, 0.104, 0.11, 0.32, 0.251]"
42,False,,True,11,"[0.321, 0.228, 0.12, 0.113, 0.37, 0.23, 0.372, 0.21, 0.369, 0.193, 0.183, 0.368, 0.26, 0.347]"
43,False,,False,,"[0.153, 0.202, 0.139, 0.29, 0.184, 0.135, 0.153, 0.124, 0.24, 0.171, 0.335, 0.133, 0.135, 0.147]"
44,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
45,False,,False,,"[0.238, 0.293, 0.302, 0.22, 0.317, 0.211, 0.305, 0.176, 0.269, 0.139, 0.22, 0.132, 0.347, 0.265]"
46,False,,True,12,"[0.283, 0.27, 0.271, 0.241, 0.191, 0.237, 0.144, 0.153, 0.268, 0.182, 0.161, 0.255, 0.163, 0.363]"
47,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
48,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
49,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
50,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
51,False,,True,14,"[0.265, 0.214, 0.301, 0.294, 0.172, 0.252, 0.237, 0.195, 0.237, 0.226, 0.362, 0.138, 0.335, 0.124]"
52,True,0.25,True,13,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
53,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
54,False,,True,12,"[0.281, 0.111, 0.249, 0.317, 0.267, 0.116, 0.187, 0.302, 0.311, 0.213, 0.361, 0.293, 0.355, 0.316]"
55,False,,True,14,"[0.269, 0.125, 0.255, 0.365, 0.231, 0.164, 0.326, 0.283, 0.304, 0.269, 0.175, 0.22, 0.352, 0.237]"
56,False,,False,,"[0.117, 0.278, 0.137, 0.194, 0.359, 0.317, 0.29, 0.121, 0.277, 0.301, 0.198, 0.156, 0.257, 0.368]"
57,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
58,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
59,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
60,False,,False,,"[0.22, 0.113, 0.111, 0.249, 0.286, 0.368, 0.17, 0.184, 0.156, 0.113, 0.153, 0.166, 0.332, 0.314]"
61,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
62,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
63,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
64,False,,False,,"[0.128, 0.359, 0.3, 0.253, 0.264, 0.314, 0.328, 0.274, 0.153, 0.262, 0.19, 0.109, 0.257, 0.136]"
65,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
66,False,,True,14,"[0.134, 0.311, 0.239, 0.192, 0.247, 0.162, 0.153, 0.223, 0.183, 0.263, 0.276, 0.112, 0.198, 0.129]"
67,False,,True,14,"[0.162, 0.367, 0.135, 0.222, 0.127, 0.314, 0.139, 0.315, 0.309, 0.339, 0.249, 0.33, 0.234, 0.256]"
68,False,,True,12,"[0.188, 0.25, 0.235, 0.227, 0.273, 0.333, 0.27, 0.266, 0.106, 0.248, 0.145, 0.371, 0.207, 0.135]"
69,False,,True,13,"[0.163, 0.232, 0.141, 0.116, 0.256, 0.125, 0.165, 0.234, 0.36, 0.24, 0.323, 0.239, 0.126, 0.158]"
70,False,,True,13,"[0.347, 0.248, 0.22, 0.109, 0.193, 0.203, 0.365, 0.173, 0.222, 0.305, 0.124, 0.174, 0.238, 0.242]"
71,False,,False,,"[0.242, 0.311, 0.108, 0.138, 0.117, 0.301, 0.123, 0.158, 0.205, 0.221, 0.152, 0.113, 0.351, 0.317]"
72,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
73,False,,True,14,"[0.372, 0.302, 0.365, 0.177, 0.217, 0.368, 0.28, 0.103, 0.147, 0.2, 0.312, 0.338, 0.221, 0.335]"
74,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
75,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
76,False,,False,,"[0.373, 0.252, 0.237, 0.346, 0.14, 0.336, 0.236, 0.351, 0.273, 0.107, 0.362, 0.333, 0.225, 0.22]"
77,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
78,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
79,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
80,False,,True,12,"[0.353, 0.359, 0.107, 0.237, 0.115, 0.243, 0.274, 0.325, 0.184, 0.221, 0.293, 0.122, 0.121, 0.217]"
81,True,0.25,True,13,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
82,False,,False,,"[0.142, 0.368, 0.338, 0.258, 0.214, 0.375, 0.252, 0.181, 0.196, 0.28, 0.277, 0.267, 0.166, 0.103]"
83,False,,True,14,"[0.135, 0.234, 0.3, 0.275, 0.362, 0.135, 0.203, 0.277, 0.368, 0.171, 0.147, 0.357, 0.136, 0.284]"
84,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
85,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
86,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
87,False,,False,,"[0.352, 0.288, 0.29, 0.226, 0.268, 0.12, 0.294, 0.191, 0.269, 0.308, 0.235, 0.262, 0.31, 0.118]"
88,True,0.25,True,13,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
89,False,,True,11,"[0.147, 0.254, 0.182, 0.278, 0.36, 0.356, 0.369, 0.264, 0.27, 0.323, 0.344, 0.176, 0.324, 0.124]"
90,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
91,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
92,False,,True,14,"[0.298, 0.243, 0.271, 0.265, 0.298, 0.297, 0.205, 0.332, 0.241, 0.349, 0.109, 0.28, 0.234, 0.28]"
93,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
94,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
95,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
96,False,,True,11,"[0.297, 0.183, 0.228, 0.121, 0.131, 0.353, 0.214, 0.254, 0.107, 0.221, 0.302, 0.261, 0.238, 0.248]"
97,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
98,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
99,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
100,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
101,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
102,False,,True,14,"[0.258, 0.207, 0.121, 0.27, 0.372, 0.134, 0.288, 0.363, 0.213, 0.166, 0.269, 0.25, 0.309, 0.324]"
103,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
104,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
105,False,,True,13,"[0.144, 0.29, 0.155, 0.315, 0.217, 0.109, 0.372, 0.342, 0.225, 0.303, 0.173, 0.136, 0.143, 0.229]"
106,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
107,False,,False,,"[0.28, 0.286, 0.232, 0.302, 0.104, 0.277, 0.375, 0.212, 0.321, 0.164, 0.247, 0.252, 0.169, 0.249]"
108,False,,False,,"[0.107, 0.121, 0.148, 0.295, 0.365, 0.184, 0.217, 0.314, 0.266, 0.273, 0.2, 0.115, 0.301, 0.144]"
109,False,,True,13,"[0.216, 0.271, 0.217, 0.318, 0.17, 0.309, 0.308, 0.188, 0.196, 0.213, 0.142, 0.315, 0.163, 0.279]"
110,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
111,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
112,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
113,False,,False,,"[0.299, 0.353, 0.348, 0.278, 0.216, 0.328, 0.121, 0.321, 0.307, 0.279, 0.199, 0.182, 0.299, 0.178]"
114,False,,True,13,"[0.22, 0.358, 0.349, 0.264, 0.228, 0.335, 0.139, 0.334, 0.247, 0.32, 0.181, 0.351, 0.35, 0.324]"
115,False,,False,,"[0.196, 0.107, 0.336, 0.137, 0.284, 0.274, 0.299, 0.299, 0.207, 0.293, 0.331, 0.152, 0.17, 0.289]"
116,False,,True,13,"[0.2, 0.119, 0.111, 0.115, 0.349, 0.339, 0.284, 0.248, 0.277, 0.322, 0.359, 0.166, 0.219, 0.288]"
117,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
118,False,,False,,"[0.374, 0.106, 0.222, 0.19, 0.28, 0.219, 0.29, 0.127, 0.197, 0.361, 0.265, 0.245, 0.153, 0.135]"
119,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
120,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
121,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
122,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
123,True,0.25,True,13,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
124,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
125,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
126,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
127,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
128,False,,False,,"[0.153, 0.317, 0.19, 0.248, 0.164, 0.205, 0.136, 0.264, 0.283, 0.248, 0.166, 0.167, 0.24, 0.372]"
129,False,,False,,"[0.228, 0.221, 0.348, 0.142, 0.148, 0.213, 0.123, 0.254, 0.281, 0.3, 0.363, 0.27, 0.317, 0.365]"
130,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
131,False,,False,,"[0.341, 0.355, 0.215, 0.203, 0.301, 0.104, 0.127, 0.122, 0.236, 0.24, 0.34, 0.185, 0.352, 0.107]"
132,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
133,False,,True,11,"[0.302, 0.247, 0.216, 0.245, 0.124, 0.352, 0.284, 0.125, 0.372, 0.254, 0.298, 0.114, 0.329, 0.372]"
134,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
135,False,,False,,"[0.338, 0.169, 0.274, 0.366, 0.116, 0.211, 0.144, 0.246, 0.252, 0.344, 0.144, 0.369, 0.22, 0.37]"
136,False,,False,,"[0.347, 0.33, 0.361, 0.366, 0.368, 0.287, 0.188, 0.365, 0.304, 0.238, 0.178, 0.333, 0.204, 0.135]"
137,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
138,False,,False,,"[0.202, 0.27, 0.268, 0.371, 0.293, 0.111, 0.137, 0.285, 0.134, 0.256, 0.32, 0.214, 0.21, 0.158]"
139,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
140,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
141,False,,False,,"[0.276, 0.2, 0.223, 0.299, 0.37, 0.289, 0.176, 0.112, 0.126, 0.151, 0.334, 0.344, 0.17, 0.346]"
142,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
143,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
144,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
145,False,,False,,"[0.131, 0.251, 0.207, 0.346, 0.369, 0.158, 0.191, 0.312, 0.168, 0.104, 0.151, 0.126, 0.36, 0.274]"
146,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
147,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
148,False,,True,11,"[0.32, 0.316, 0.127, 0.131, 0.203, 0.372, 0.168, 0.169, 0.327, 0.113, 0.203, 0.221, 0.27, 0.196]"
149,False,,False,,"[0.306, 0.181, 0.23, 0.176, 0.361, 0.239, 0.195, 0.29, 0.215, 0.135, 0.305, 0.157, 0.369, 0.319]"
150,False,,False,,"[0.221, 0.172, 0.309, 0.344, 0.17, 0.327, 0.118, 0.272, 0.274, 0.329, 0.345, 0.296, 0.252, 0.316]"
151,False,,True,11,"[0.27, 0.238, 0.231, 0.254, 0.336, 0.219, 0.285, 0.172, 0.363, 0.337, 0.363, 0.225, 0.156, 0.135]"
152,False,,False,,"[0.247, 0.225, 0.207, 0.353, 0.276, 0.372, 0.209, 0.262, 0.184, 0.28, 0.328, 0.103, 0.339, 0.345]"
153,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
154,False,,True,14,"[0.29, 0.124, 0.123, 0.266, 0.163, 0.133, 0.17, 0.153, 0.321, 0.277, 0.173, 0.113, 0.212, 0.199]"
155,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
156,False,,False,,"[0.174, 0.36, 0.273, 0.168, 0.308, 0.322, 0.372, 0.147, 0.361, 0.163, 0.246, 0.329, 0.216, 0.244]"
157,False,,False,,"[0.197, 0.223, 0.161, 0.117, 0.288, 0.12, 0.277, 0.295, 0.142, 0.2, 0.169, 0.245, 0.261, 0.332]"
158,True,0.25,True,13,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
159,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
160,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
161,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
162,False,,False,,"[0.168, 0.298, 0.236, 0.308, 0.239, 0.138, 0.245, 0.212, 0.157, 0.178, 0.197, 0.279, 0.149, 0.27]"
163,False,,True,12,"[0.304, 0.24, 0.208, 0.296, 0.278, 0.178, 0.369, 0.21, 0.299, 0.181, 0.322, 0.292, 0.306, 0.359]"
164,False,,False,,"[0.321, 0.293, 0.124, 0.127, 0.186, 0.228, 0.123, 0.158, 0.233, 0.336, 0.306, 0.321, 0.154, 0.159]"
165,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
166,False,,False,,"[0.135, 0.166, 0.176, 0.276, 0.322, 0.139, 0.178, 0.323, 0.323, 0.218, 0.132, 0.196, 0.276, 0.178]"
