trial_num,periodic,chosen_IOI,has_high_intensity,high_intensity_index,intervals
22,False,,False,,"[0.265, 0.324, 0.278, 0.323, 0.119, 0.112, 0.211, 0.168, 0.196, 0.204, 0.323, 0.161, 0.197, 0.192]"
23,False,,False,,"[0.352, 0.314, 0.189, 0.191, 0.208, 0.363, 0.14, 0.306, 0.289, 0.229, 0.129, 0.226, 0.106, 0.134]"
24,False,,True,11,"[0.325, 0.119, 0.356, 0.353, 0.344, 0.281, 0.189, 0.241, 0.188, 0.281, 0.168, 0.342, 0.13, 0.233]"
25,False,,True,11,"[0.355, 0.279, 0.202, 0.197, 0.284, 0.313, 0.244, 0.107, 0.353, 0.22, 0.348, 0.154, 0.232, 0.264]"
26,False,,True,12,"[0.296, 0.129, 0.214, 0.185, 0.216, 0.264, 0.208, 0.125, 0.149, 0.209, 0.162, 0.314, 0.245, 0.218]"
27,False,,False,,"[0.126, 0.207, 0.244, 0.363, 0.279, 0.126, 0.263, 0.215, 0.224, 0.22, 0.206, 0.28, 0.164, 0.108]"
28,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
29,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
30,False,,True,14,"[0.313, 0.231, 0.174, 0.208, 0.151, 0.273, 0.24, 0.152, 0.104, 0.193, 0.291, 0.306, 0.331, 0.173]"
31,False,,True,14,"[0.241, 0.331, 0.349, 0.291, 0.176, 0.28, 0.347, 0.104, 0.152, 0.195, 0.217, 0.295, 0.222, 0.299]"
32,False,,True,12,"[0.365, 0.3, 0.286, 0.309, 0.212, 0.319, 0.184, 0.282, 0.195, 0.374, 0.326, 0.331, 0.282, 0.11]"
33,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
34,False,,True,14,"[0.373, 0.155, 0.356, 0.258, 0.294, 0.208, 0.358, 0.218, 0.282, 0.249, 0.135, 0.337, 0.138, 0.126]"
35,False,,False,,"[0.118, 0.356, 0.306, 0.168, 0.31, 0.339, 0.155, 0.234, 0.361, 0.187, 0.25, 0.333, 0.306, 0.265]"
36,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
37,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
38,False,,False,,"[0.341, 0.104, 0.227, 0.299, 0.207, 0.32, 0.352, 0.146, 0.137, 0.125, 0.124, 0.305, 0.149, 0.369]"
39,False,,True,13,"[0.186, 0.364, 0.14, 0.146, 0.288, 0.349, 0.216, 0.13, 0.285, 0.345, 0.159, 0.133, 0.22, 0.355]"
40,False,,True,12,"[0.255, 0.15, 0.233, 0.293, 0.217, 0.142, 0.268, 0.192, 0.167, 0.251, 0.172, 0.213, 0.277, 0.317]"
41,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
42,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
43,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
44,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
45,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
46,False,,False,,"[0.324, 0.142, 0.358, 0.239, 0.338, 0.252, 0.178, 0.329, 0.197, 0.163, 0.361, 0.218, 0.176, 0.138]"
47,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
48,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
49,False,,False,,"[0.159, 0.373, 0.37, 0.277, 0.118, 0.348, 0.303, 0.262, 0.362, 0.254, 0.19, 0.273, 0.25, 0.172]"
50,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
51,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
52,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
53,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
54,False,,False,,"[0.172, 0.36, 0.295, 0.355, 0.373, 0.278, 0.164, 0.167, 0.16, 0.236, 0.105, 0.29, 0.131, 0.215]"
55,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
56,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
57,False,,True,13,"[0.336, 0.157, 0.189, 0.314, 0.203, 0.233, 0.302, 0.302, 0.128, 0.166, 0.272, 0.236, 0.319, 0.265]"
58,False,,False,,"[0.169, 0.248, 0.31, 0.174, 0.367, 0.262, 0.342, 0.34, 0.173, 0.212, 0.296, 0.207, 0.216, 0.205]"
59,False,,False,,"[0.259, 0.208, 0.177, 0.187, 0.33, 0.14, 0.139, 0.315, 0.138, 0.288, 0.331, 0.367, 0.251, 0.225]"
60,False,,True,12,"[0.132, 0.363, 0.306, 0.222, 0.336, 0.237, 0.15, 0.205, 0.182, 0.185, 0.216, 0.305, 0.141, 0.367]"
61,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
62,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
63,False,,True,14,"[0.267, 0.281, 0.102, 0.326, 0.148, 0.354, 0.202, 0.214, 0.163, 0.271, 0.102, 0.34, 0.321, 0.13]"
64,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
65,False,,False,,"[0.348, 0.255, 0.125, 0.245, 0.308, 0.314, 0.329, 0.373, 0.135, 0.327, 0.258, 0.193, 0.341, 0.353]"
66,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
67,False,,True,11,"[0.119, 0.3, 0.121, 0.106, 0.18, 0.159, 0.233, 0.327, 0.118, 0.274, 0.153, 0.314, 0.173, 0.235]"
68,False,,False,,"[0.137, 0.353, 0.172, 0.249, 0.108, 0.166, 0.22, 0.284, 0.36, 0.271, 0.354, 0.296, 0.117, 0.293]"
69,False,,True,11,"[0.372, 0.295, 0.367, 0.205, 0.245, 0.179, 0.173, 0.315, 0.2, 0.267, 0.359, 0.119, 0.278, 0.36]"
70,False,,False,,"[0.162, 0.16, 0.142, 0.322, 0.37, 0.267, 0.165, 0.278, 0.126, 0.185, 0.13, 0.369, 0.143, 0.159]"
71,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
72,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
73,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
74,False,,True,14,"[0.172, 0.186, 0.347, 0.315, 0.257, 0.362, 0.286, 0.173, 0.352, 0.296, 0.314, 0.267, 0.311, 0.145]"
75,False,,True,12,"[0.143, 0.251, 0.305, 0.129, 0.204, 0.17, 0.129, 0.361, 0.171, 0.195, 0.212, 0.234, 0.24, 0.241]"
76,False,,False,,"[0.372, 0.334, 0.365, 0.104, 0.256, 0.316, 0.207, 0.105, 0.212, 0.197, 0.287, 0.154, 0.237, 0.123]"
77,False,,False,,"[0.307, 0.329, 0.318, 0.131, 0.248, 0.182, 0.194, 0.213, 0.26, 0.211, 0.362, 0.312, 0.165, 0.306]"
78,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
79,False,,True,14,"[0.234, 0.237, 0.187, 0.198, 0.335, 0.338, 0.298, 0.105, 0.297, 0.154, 0.166, 0.206, 0.133, 0.143]"
80,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
81,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
82,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
83,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
84,False,,True,11,"[0.238, 0.113, 0.104, 0.143, 0.119, 0.358, 0.145, 0.125, 0.337, 0.329, 0.237, 0.291, 0.11, 0.285]"
85,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
86,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
87,False,,True,12,"[0.117, 0.192, 0.236, 0.237, 0.332, 0.355, 0.153, 0.344, 0.295, 0.215, 0.141, 0.372, 0.272, 0.281]"
88,False,,True,13,"[0.3, 0.283, 0.364, 0.299, 0.166, 0.261, 0.182, 0.365, 0.222, 0.367, 0.196, 0.266, 0.178, 0.119]"
89,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
90,False,,True,13,"[0.207, 0.239, 0.172, 0.286, 0.185, 0.12, 0.356, 0.341, 0.24, 0.24, 0.13, 0.349, 0.353, 0.368]"
91,False,,False,,"[0.201, 0.182, 0.187, 0.287, 0.314, 0.321, 0.204, 0.372, 0.103, 0.372, 0.35, 0.277, 0.302, 0.345]"
92,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
93,False,,False,,"[0.335, 0.254, 0.247, 0.31, 0.129, 0.117, 0.132, 0.349, 0.101, 0.345, 0.1, 0.307, 0.334, 0.301]"
94,False,,True,11,"[0.242, 0.228, 0.127, 0.126, 0.257, 0.364, 0.164, 0.188, 0.113, 0.264, 0.197, 0.2, 0.337, 0.259]"
95,False,,False,,"[0.284, 0.261, 0.306, 0.243, 0.37, 0.155, 0.203, 0.207, 0.233, 0.346, 0.226, 0.354, 0.193, 0.118]"
96,False,,True,14,"[0.202, 0.246, 0.263, 0.271, 0.267, 0.331, 0.129, 0.136, 0.278, 0.108, 0.212, 0.138, 0.32, 0.358]"
97,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
98,False,,False,,"[0.304, 0.27, 0.148, 0.192, 0.101, 0.208, 0.101, 0.191, 0.281, 0.325, 0.198, 0.226, 0.34, 0.131]"
99,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
100,False,,False,,"[0.251, 0.343, 0.333, 0.138, 0.367, 0.32, 0.294, 0.308, 0.336, 0.15, 0.285, 0.285, 0.18, 0.204]"
101,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
102,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
103,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
104,False,,True,12,"[0.173, 0.148, 0.112, 0.306, 0.296, 0.358, 0.108, 0.357, 0.35, 0.247, 0.116, 0.156, 0.324, 0.124]"
105,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
106,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
107,False,,True,11,"[0.346, 0.283, 0.29, 0.126, 0.183, 0.157, 0.326, 0.264, 0.142, 0.263, 0.311, 0.33, 0.187, 0.3]"
108,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
109,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
110,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
111,False,,False,,"[0.152, 0.183, 0.264, 0.264, 0.37, 0.247, 0.37, 0.268, 0.128, 0.211, 0.224, 0.259, 0.131, 0.325]"
112,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
113,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
114,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
115,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
116,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
117,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
118,False,,False,,"[0.284, 0.18, 0.253, 0.232, 0.185, 0.356, 0.24, 0.202, 0.35, 0.327, 0.15, 0.12, 0.256, 0.107]"
119,False,,True,12,"[0.181, 0.276, 0.374, 0.202, 0.244, 0.305, 0.201, 0.121, 0.171, 0.313, 0.23, 0.127, 0.217, 0.282]"
120,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
121,False,,True,14,"[0.361, 0.151, 0.105, 0.354, 0.362, 0.351, 0.227, 0.312, 0.152, 0.167, 0.265, 0.359, 0.154, 0.286]"
122,True,0.25,True,13,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
123,False,,False,,"[0.315, 0.239, 0.346, 0.166, 0.167, 0.323, 0.213, 0.118, 0.218, 0.148, 0.129, 0.337, 0.267, 0.211]"
124,False,,True,12,"[0.275, 0.242, 0.315, 0.247, 0.284, 0.332, 0.132, 0.243, 0.185, 0.145, 0.113, 0.208, 0.137, 0.313]"
125,False,,True,14,"[0.295, 0.16, 0.228, 0.189, 0.307, 0.179, 0.267, 0.228, 0.144, 0.331, 0.273, 0.112, 0.262, 0.182]"
126,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
127,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
128,False,,True,12,"[0.349, 0.227, 0.123, 0.358, 0.137, 0.336, 0.215, 0.292, 0.114, 0.21, 0.24, 0.104, 0.325, 0.231]"
129,False,,False,,"[0.364, 0.197, 0.222, 0.361, 0.32, 0.354, 0.241, 0.292, 0.325, 0.362, 0.17, 0.341, 0.148, 0.375]"
130,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
131,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
132,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
133,False,,True,11,"[0.275, 0.224, 0.314, 0.368, 0.177, 0.116, 0.173, 0.177, 0.148, 0.209, 0.124, 0.318, 0.185, 0.32]"
134,False,,False,,"[0.165, 0.323, 0.183, 0.109, 0.322, 0.166, 0.297, 0.253, 0.159, 0.323, 0.291, 0.172, 0.1, 0.241]"
135,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
136,False,,False,,"[0.215, 0.307, 0.243, 0.165, 0.29, 0.248, 0.217, 0.343, 0.372, 0.328, 0.21, 0.121, 0.184, 0.232]"
137,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
138,False,,False,,"[0.14, 0.267, 0.282, 0.302, 0.255, 0.188, 0.299, 0.178, 0.331, 0.336, 0.194, 0.327, 0.328, 0.103]"
139,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
140,False,,False,,"[0.159, 0.176, 0.364, 0.147, 0.337, 0.165, 0.219, 0.203, 0.167, 0.191, 0.28, 0.301, 0.175, 0.143]"
141,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
142,False,,False,,"[0.257, 0.109, 0.305, 0.185, 0.303, 0.236, 0.284, 0.138, 0.111, 0.291, 0.234, 0.19, 0.161, 0.153]"
143,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
144,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
145,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
146,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
147,False,,False,,"[0.309, 0.307, 0.199, 0.115, 0.276, 0.375, 0.29, 0.13, 0.282, 0.297, 0.355, 0.281, 0.195, 0.325]"
148,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
149,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
150,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
151,False,,False,,"[0.31, 0.189, 0.209, 0.366, 0.185, 0.173, 0.363, 0.263, 0.249, 0.287, 0.358, 0.19, 0.328, 0.36]"
152,False,,True,12,"[0.347, 0.334, 0.188, 0.286, 0.261, 0.149, 0.171, 0.279, 0.292, 0.196, 0.274, 0.312, 0.371, 0.275]"
153,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
154,False,,False,,"[0.299, 0.356, 0.251, 0.36, 0.238, 0.195, 0.283, 0.33, 0.128, 0.175, 0.283, 0.351, 0.169, 0.106]"
155,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
156,False,,False,,"[0.357, 0.101, 0.224, 0.237, 0.264, 0.274, 0.165, 0.13, 0.347, 0.169, 0.343, 0.332, 0.329, 0.154]"
157,False,,True,11,"[0.194, 0.321, 0.183, 0.203, 0.216, 0.281, 0.186, 0.205, 0.272, 0.155, 0.369, 0.199, 0.129, 0.323]"
158,False,,False,,"[0.304, 0.103, 0.131, 0.26, 0.104, 0.292, 0.289, 0.297, 0.171, 0.302, 0.204, 0.212, 0.119, 0.306]"
159,False,,True,12,"[0.273, 0.195, 0.275, 0.28, 0.283, 0.24, 0.114, 0.223, 0.151, 0.246, 0.276, 0.183, 0.366, 0.286]"
160,False,,True,11,"[0.319, 0.166, 0.167, 0.194, 0.183, 0.107, 0.209, 0.234, 0.249, 0.367, 0.342, 0.318, 0.371, 0.125]"
161,False,,True,12,"[0.164, 0.369, 0.152, 0.3, 0.104, 0.178, 0.252, 0.281, 0.175, 0.229, 0.214, 0.161, 0.156, 0.243]"
162,False,,False,,"[0.265, 0.361, 0.319, 0.185, 0.3, 0.372, 0.253, 0.145, 0.344, 0.307, 0.257, 0.136, 0.327, 0.16]"
163,False,,True,11,"[0.102, 0.353, 0.224, 0.296, 0.179, 0.158, 0.233, 0.218, 0.134, 0.128, 0.352, 0.212, 0.354, 0.359]"
164,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
165,False,,True,11,"[0.138, 0.272, 0.368, 0.273, 0.289, 0.252, 0.253, 0.279, 0.254, 0.101, 0.294, 0.152, 0.207, 0.254]"
166,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
