trial_num,periodic,chosen_IOI,has_high_intensity,high_intensity_index,intervals
18,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
19,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
20,False,,False,,"[0.367, 0.175, 0.105, 0.156, 0.365, 0.247, 0.101, 0.153, 0.365, 0.108, 0.199, 0.274, 0.141, 0.163]"
21,False,,False,,"[0.274, 0.286, 0.207, 0.111, 0.281, 0.274, 0.158, 0.148, 0.2, 0.154, 0.353, 0.224, 0.245, 0.367]"
22,False,,False,,"[0.228, 0.149, 0.368, 0.368, 0.164, 0.1, 0.135, 0.157, 0.191, 0.156, 0.104, 0.243, 0.153, 0.15]"
23,False,,True,13,"[0.199, 0.361, 0.307, 0.255, 0.258, 0.325, 0.287, 0.17, 0.212, 0.105, 0.166, 0.264, 0.218, 0.299]"
24,False,,False,,"[0.268, 0.363, 0.14, 0.119, 0.13, 0.278, 0.257, 0.196, 0.184, 0.333, 0.248, 0.231, 0.363, 0.149]"
25,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
26,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
27,True,0.25,True,13,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
28,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
29,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
30,False,,True,12,"[0.318, 0.105, 0.17, 0.226, 0.126, 0.271, 0.2, 0.216, 0.287, 0.13, 0.372, 0.217, 0.181, 0.263]"
31,False,,True,14,"[0.128, 0.133, 0.125, 0.331, 0.181, 0.344, 0.293, 0.279, 0.107, 0.147, 0.325, 0.277, 0.253, 0.111]"
32,False,,False,,"[0.349, 0.179, 0.146, 0.257, 0.175, 0.301, 0.355, 0.287, 0.301, 0.23, 0.193, 0.342, 0.154, 0.152]"
33,False,,True,11,"[0.159, 0.117, 0.331, 0.193, 0.285, 0.334, 0.266, 0.345, 0.185, 0.329, 0.288, 0.192, 0.306, 0.214]"
34,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
35,False,,False,,"[0.129, 0.175, 0.364, 0.368, 0.177, 0.3, 0.236, 0.318, 0.32, 0.343, 0.261, 0.308, 0.233, 0.231]"
36,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
37,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
38,False,,True,13,"[0.243, 0.293, 0.175, 0.205, 0.128, 0.125, 0.133, 0.276, 0.141, 0.159, 0.126, 0.349, 0.12, 0.147]"
39,False,,False,,"[0.237, 0.315, 0.176, 0.237, 0.299, 0.256, 0.359, 0.324, 0.36, 0.363, 0.153, 0.242, 0.339, 0.314]"
40,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
41,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
42,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
43,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
44,False,,True,14,"[0.35, 0.232, 0.353, 0.197, 0.143, 0.158, 0.296, 0.15, 0.186, 0.372, 0.344, 0.249, 0.194, 0.157]"
45,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
46,False,,False,,"[0.367, 0.293, 0.129, 0.125, 0.112, 0.29, 0.331, 0.354, 0.224, 0.129, 0.213, 0.119, 0.302, 0.299]"
47,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
48,False,,False,,"[0.199, 0.223, 0.138, 0.267, 0.256, 0.243, 0.344, 0.246, 0.155, 0.199, 0.237, 0.293, 0.316, 0.263]"
49,False,,True,14,"[0.161, 0.294, 0.136, 0.204, 0.182, 0.238, 0.234, 0.363, 0.122, 0.198, 0.116, 0.197, 0.169, 0.32]"
50,False,,False,,"[0.372, 0.217, 0.28, 0.238, 0.31, 0.354, 0.126, 0.22, 0.277, 0.261, 0.302, 0.207, 0.183, 0.311]"
51,False,,False,,"[0.328, 0.204, 0.2, 0.13, 0.288, 0.132, 0.136, 0.159, 0.348, 0.185, 0.143, 0.224, 0.298, 0.325]"
52,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
53,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
54,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
55,False,,True,12,"[0.372, 0.271, 0.286, 0.295, 0.352, 0.149, 0.106, 0.101, 0.228, 0.229, 0.141, 0.124, 0.305, 0.235]"
56,False,,True,12,"[0.338, 0.297, 0.146, 0.132, 0.211, 0.1, 0.194, 0.136, 0.262, 0.208, 0.314, 0.361, 0.138, 0.206]"
57,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
58,False,,False,,"[0.117, 0.338, 0.183, 0.242, 0.358, 0.274, 0.223, 0.25, 0.153, 0.2, 0.34, 0.307, 0.191, 0.368]"
59,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
60,False,,True,14,"[0.139, 0.257, 0.108, 0.23, 0.27, 0.245, 0.13, 0.366, 0.258, 0.144, 0.257, 0.366, 0.143, 0.352]"
61,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
62,False,,True,12,"[0.352, 0.346, 0.36, 0.104, 0.361, 0.284, 0.213, 0.287, 0.114, 0.327, 0.23, 0.272, 0.153, 0.289]"
63,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
64,False,,False,,"[0.246, 0.164, 0.202, 0.242, 0.257, 0.318, 0.3, 0.272, 0.191, 0.246, 0.347, 0.282, 0.108, 0.221]"
65,False,,True,12,"[0.145, 0.223, 0.319, 0.162, 0.324, 0.32, 0.249, 0.278, 0.186, 0.271, 0.21, 0.247, 0.123, 0.109]"
66,False,,True,11,"[0.194, 0.238, 0.222, 0.272, 0.259, 0.236, 0.203, 0.106, 0.374, 0.171, 0.325, 0.241, 0.204, 0.205]"
67,False,,True,11,"[0.161, 0.32, 0.301, 0.364, 0.166, 0.348, 0.177, 0.322, 0.207, 0.231, 0.365, 0.351, 0.368, 0.303]"
68,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
69,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
70,False,,True,14,"[0.114, 0.257, 0.294, 0.206, 0.205, 0.169, 0.306, 0.11, 0.21, 0.256, 0.198, 0.162, 0.253, 0.357]"
71,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
72,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
73,False,,False,,"[0.324, 0.182, 0.307, 0.245, 0.352, 0.156, 0.321, 0.292, 0.366, 0.355, 0.374, 0.123, 0.316, 0.239]"
74,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
75,True,0.25,True,13,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
76,False,,True,13,"[0.268, 0.351, 0.306, 0.178, 0.159, 0.25, 0.354, 0.224, 0.268, 0.109, 0.194, 0.273, 0.216, 0.366]"
77,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
78,False,,True,14,"[0.101, 0.156, 0.164, 0.331, 0.33, 0.192, 0.306, 0.121, 0.247, 0.241, 0.163, 0.103, 0.359, 0.13]"
79,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
80,False,,True,11,"[0.366, 0.361, 0.207, 0.224, 0.349, 0.369, 0.359, 0.249, 0.375, 0.344, 0.251, 0.211, 0.179, 0.315]"
81,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
82,False,,False,,"[0.365, 0.289, 0.343, 0.272, 0.198, 0.327, 0.259, 0.289, 0.12, 0.197, 0.211, 0.206, 0.291, 0.363]"
83,False,,False,,"[0.21, 0.229, 0.349, 0.186, 0.105, 0.306, 0.112, 0.207, 0.13, 0.297, 0.255, 0.274, 0.336, 0.167]"
84,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
85,False,,False,,"[0.264, 0.242, 0.113, 0.12, 0.343, 0.285, 0.292, 0.177, 0.195, 0.103, 0.189, 0.152, 0.182, 0.114]"
86,False,,False,,"[0.364, 0.278, 0.148, 0.173, 0.154, 0.364, 0.309, 0.144, 0.161, 0.299, 0.315, 0.26, 0.355, 0.284]"
87,False,,True,12,"[0.333, 0.331, 0.236, 0.262, 0.321, 0.217, 0.138, 0.283, 0.126, 0.125, 0.254, 0.158, 0.2, 0.231]"
88,False,,True,12,"[0.37, 0.354, 0.326, 0.121, 0.171, 0.104, 0.196, 0.171, 0.14, 0.295, 0.228, 0.219, 0.282, 0.317]"
89,False,,True,14,"[0.341, 0.134, 0.285, 0.191, 0.152, 0.331, 0.242, 0.307, 0.372, 0.234, 0.164, 0.262, 0.311, 0.121]"
90,False,,False,,"[0.221, 0.161, 0.11, 0.181, 0.357, 0.207, 0.172, 0.336, 0.254, 0.195, 0.267, 0.286, 0.328, 0.314]"
91,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
92,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
93,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
94,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
95,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
96,False,,False,,"[0.193, 0.115, 0.268, 0.291, 0.371, 0.348, 0.163, 0.102, 0.306, 0.103, 0.202, 0.235, 0.149, 0.199]"
97,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
98,False,,False,,"[0.367, 0.181, 0.286, 0.139, 0.209, 0.195, 0.294, 0.174, 0.153, 0.122, 0.225, 0.355, 0.368, 0.189]"
99,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
100,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
101,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
102,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
103,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
104,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
105,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
106,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
107,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
108,False,,True,11,"[0.14, 0.348, 0.352, 0.311, 0.154, 0.206, 0.292, 0.318, 0.137, 0.254, 0.171, 0.196, 0.145, 0.141]"
109,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
110,False,,False,,"[0.191, 0.172, 0.151, 0.16, 0.364, 0.36, 0.338, 0.11, 0.32, 0.16, 0.363, 0.263, 0.328, 0.287]"
111,True,0.2,True,14,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
112,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
113,False,,False,,"[0.374, 0.132, 0.177, 0.278, 0.295, 0.257, 0.214, 0.161, 0.229, 0.332, 0.235, 0.146, 0.217, 0.349]"
114,False,,False,,"[0.126, 0.358, 0.166, 0.269, 0.329, 0.333, 0.372, 0.152, 0.349, 0.224, 0.106, 0.202, 0.273, 0.112]"
115,False,,True,12,"[0.251, 0.162, 0.154, 0.117, 0.158, 0.145, 0.29, 0.123, 0.223, 0.354, 0.241, 0.331, 0.26, 0.222]"
116,False,,False,,"[0.356, 0.229, 0.192, 0.254, 0.188, 0.186, 0.324, 0.223, 0.334, 0.104, 0.336, 0.294, 0.167, 0.198]"
117,False,,True,14,"[0.327, 0.206, 0.165, 0.23, 0.143, 0.282, 0.346, 0.167, 0.177, 0.25, 0.262, 0.21, 0.343, 0.34]"
118,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
119,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
120,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
121,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
122,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
123,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
124,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
125,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
126,True,0.25,True,13,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
127,True,0.25,True,14,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
128,False,,False,,"[0.153, 0.318, 0.271, 0.342, 0.18, 0.181, 0.164, 0.234, 0.314, 0.203, 0.279, 0.158, 0.241, 0.206]"
129,False,,True,11,"[0.269, 0.172, 0.211, 0.182, 0.367, 0.144, 0.15, 0.16, 0.305, 0.368, 0.292, 0.195, 0.341, 0.372]"
130,False,,True,11,"[0.131, 0.14, 0.365, 0.324, 0.107, 0.158, 0.185, 0.351, 0.326, 0.142, 0.27, 0.274, 0.118, 0.235]"
131,False,,False,,"[0.29, 0.364, 0.247, 0.371, 0.214, 0.175, 0.131, 0.202, 0.348, 0.283, 0.202, 0.273, 0.184, 0.188]"
132,False,,False,,"[0.333, 0.281, 0.112, 0.193, 0.229, 0.306, 0.237, 0.331, 0.298, 0.223, 0.304, 0.289, 0.35, 0.147]"
133,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
134,False,,False,,"[0.102, 0.285, 0.191, 0.203, 0.334, 0.165, 0.317, 0.203, 0.174, 0.262, 0.274, 0.286, 0.325, 0.299]"
135,True,0.2,True,12,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
136,True,0.25,True,12,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
137,False,,True,13,"[0.299, 0.151, 0.147, 0.132, 0.103, 0.189, 0.168, 0.279, 0.14, 0.322, 0.231, 0.141, 0.183, 0.181]"
138,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
139,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
140,False,,False,,"[0.222, 0.187, 0.196, 0.205, 0.258, 0.122, 0.109, 0.229, 0.313, 0.335, 0.157, 0.366, 0.373, 0.257]"
141,False,,False,,"[0.371, 0.24, 0.241, 0.261, 0.171, 0.212, 0.101, 0.171, 0.162, 0.292, 0.3, 0.304, 0.156, 0.177]"
142,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
143,False,,False,,"[0.202, 0.299, 0.18, 0.103, 0.289, 0.293, 0.271, 0.179, 0.221, 0.114, 0.203, 0.11, 0.146, 0.329]"
144,False,,True,12,"[0.231, 0.235, 0.257, 0.318, 0.163, 0.222, 0.329, 0.196, 0.37, 0.348, 0.129, 0.37, 0.338, 0.158]"
145,False,,True,13,"[0.248, 0.277, 0.167, 0.128, 0.139, 0.356, 0.326, 0.228, 0.344, 0.216, 0.116, 0.305, 0.141, 0.119]"
146,False,,True,11,"[0.313, 0.334, 0.193, 0.323, 0.136, 0.339, 0.241, 0.18, 0.162, 0.276, 0.274, 0.344, 0.179, 0.123]"
147,False,,True,14,"[0.338, 0.242, 0.226, 0.244, 0.22, 0.206, 0.264, 0.362, 0.247, 0.347, 0.237, 0.352, 0.195, 0.219]"
148,True,0.2,True,13,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
149,True,0.25,True,11,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
150,False,,True,14,"[0.317, 0.372, 0.157, 0.317, 0.107, 0.349, 0.31, 0.291, 0.219, 0.176, 0.185, 0.272, 0.124, 0.159]"
151,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
152,False,,True,13,"[0.355, 0.162, 0.222, 0.26, 0.329, 0.153, 0.118, 0.31, 0.321, 0.372, 0.113, 0.237, 0.305, 0.277]"
153,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
154,False,,False,,"[0.28, 0.255, 0.119, 0.309, 0.363, 0.102, 0.244, 0.183, 0.36, 0.264, 0.371, 0.181, 0.145, 0.13]"
155,False,,True,11,"[0.3, 0.161, 0.352, 0.238, 0.315, 0.302, 0.345, 0.311, 0.213, 0.122, 0.353, 0.326, 0.369, 0.156]"
156,True,0.2,True,11,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
157,False,,False,,"[0.275, 0.126, 0.161, 0.182, 0.372, 0.229, 0.354, 0.34, 0.152, 0.326, 0.284, 0.232, 0.265, 0.267]"
158,False,,False,,"[0.132, 0.339, 0.262, 0.332, 0.253, 0.122, 0.256, 0.129, 0.311, 0.213, 0.165, 0.325, 0.168, 0.114]"
159,False,,False,,"[0.272, 0.109, 0.342, 0.196, 0.202, 0.173, 0.339, 0.174, 0.369, 0.177, 0.195, 0.17, 0.371, 0.243]"
160,False,,True,11,"[0.234, 0.158, 0.292, 0.198, 0.328, 0.137, 0.206, 0.188, 0.336, 0.224, 0.181, 0.302, 0.234, 0.153]"
161,False,,True,14,"[0.17, 0.281, 0.133, 0.158, 0.298, 0.305, 0.141, 0.338, 0.102, 0.298, 0.172, 0.304, 0.309, 0.207]"
162,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
163,False,,True,14,"[0.152, 0.166, 0.319, 0.217, 0.113, 0.172, 0.194, 0.309, 0.148, 0.301, 0.133, 0.207, 0.285, 0.36]"
164,True,0.2,False,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
165,True,0.25,False,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
166,False,,False,,"[0.268, 0.101, 0.368, 0.26, 0.281, 0.177, 0.101, 0.178, 0.106, 0.127, 0.185, 0.253, 0.368, 0.2]"
